United States, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 25/03/2025
Year    Age        Total
1933     12-       46.85
1933     13       531.69
1933     14      2120.63
1933     15      7945.19
1933     16     21998.16
1933     17     44931.04
1933     18     76672.49
1933     19    101004.36
1933     20    116658.52
1933     21    121380.30
1933     22    128076.99
1933     23    131426.38
1933     24    126384.51
1933     25    123613.47
1933     26    116037.22
1933     27    105951.69
1933     28    105564.03
1933     29     91491.28
1933     30     88836.50
1933     31     67101.97
1933     32     74073.10
1933     33     70736.73
1933     34     54745.85
1933     35     53854.13
1933     36     48169.48
1933     37     42181.33
1933     38     42303.99
1933     39     33137.26
1933     40     27194.51
1933     41     17031.36
1933     42     15764.00
1933     43     10395.11
1933     44      6307.29
1933     45      3956.36
1933     46      1785.12
1933     47       897.79
1933     48       554.58
1933     49       247.99
1933     50        56.62
1933     51        16.78
1933     52        16.77
1933     53        18.87
1933     54        13.64
1933     55+        0.00
1934     12-       19.23
1934     13       499.01
1934     14      2407.03
1934     15      8551.16
1934     16     23524.88
1934     17     47615.43
1934     18     81196.11
1934     19    106433.28
1934     20    124318.63
1934     21    129751.23
1934     22    134340.94
1934     23    135326.53
1934     24    135536.47
1934     25    126337.93
1934     26    122962.16
1934     27    111203.27
1934     28    109865.69
1934     29     96847.40
1934     30     93469.03
1934     31     71133.15
1934     32     72687.66
1934     33     66103.20
1934     34     67125.94
1934     35     51512.96
1934     36     48235.80
1934     37     41357.08
1934     38     42138.69
1934     39     33152.62
1934     40     26681.97
1934     41     17174.08
1934     42     16064.90
1934     43     10266.47
1934     44      6333.72
1934     45      3795.69
1934     46      1806.64
1934     47       884.14
1934     48       608.44
1934     49       253.95
1934     50        74.27
1934     51        15.48
1934     52        12.38
1934     53         5.16
1934     54         6.18
1934     55+        0.00
1935     12-       29.30
1935     13       547.63
1935     14      2583.55
1935     15      9377.67
1935     16     24466.22
1935     17     48509.93
1935     18     81448.61
1935     19    107126.20
1935     20    125238.87
1935     21    131887.00
1935     22    136551.32
1935     23    136366.57
1935     24    131902.49
1935     25    128712.56
1935     26    118987.82
1935     27    112513.33
1935     28    109604.34
1935     29     95944.77
1935     30     93588.01
1935     31     71683.27
1935     32     72366.59
1935     33     60959.20
1935     34     59724.23
1935     35     59965.31
1935     36     44534.77
1935     37     39415.62
1935     38     39498.08
1935     39     31361.09
1935     40     25725.30
1935     41     16230.39
1935     42     15253.31
1935     43      9860.54
1935     44      5925.07
1935     45      3677.80
1935     46      1702.29
1935     47       909.40
1935     48       507.27
1935     49       262.92
1935     50        78.71
1935     51        21.75
1935     52        21.75
1935     53        20.70
1935     54        13.46
1935     55+        0.00
1936     12-       51.57
1936     13       447.93
1936     14      2444.86
1936     15      9018.29
1936     16     25375.02
1936     17     47785.09
1936     18     81489.92
1936     19    106137.74
1936     20    124380.09
1936     21    134187.71
1936     22    137373.70
1936     23    138830.05
1936     24    133689.53
1936     25    128193.83
1936     26    122404.17
1936     27    110135.47
1936     28    110180.19
1936     29     96139.65
1936     30     92728.94
1936     31     72007.16
1936     32     72307.94
1936     33     62130.85
1936     34     55424.11
1936     35     52517.23
1936     36     51851.70
1936     37     36110.61
1936     38     36856.46
1936     39     29143.43
1936     40     24143.34
1936     41     15372.63
1936     42     14164.53
1936     43      9266.62
1936     44      5683.94
1936     45      3403.11
1936     46      1724.77
1936     47       786.52
1936     48       493.39
1936     49       242.57
1936     50        81.18
1936     51        21.30
1936     52        27.40
1936     53        16.23
1936     54        16.23
1936     55+        3.00
1937     12-       71.00
1937     13       511.20
1937     14      2565.20
1937     15      9541.15
1937     16     26941.66
1937     17     53900.62
1937     18     84584.63
1937     19    110695.54
1937     20    128054.38
1937     21    136934.07
1937     22    143235.05
1937     23    145803.45
1937     24    139416.96
1937     25    132191.12
1937     26    124718.40
1937     27    116839.48
1937     28    110398.39
1937     29    100438.57
1937     30     94426.14
1937     31     75003.41
1937     32     73798.87
1937     33     62914.26
1937     34     56795.64
1937     35     49715.68
1937     36     46372.08
1937     37     43285.61
1937     38     34178.16
1937     39     28201.95
1937     40     22772.50
1937     41     15077.94
1937     42     13448.30
1937     43      8639.46
1937     44      5348.93
1937     45      3227.84
1937     46      1644.35
1937     47       828.36
1937     48       419.85
1937     49       211.48
1937     50        76.98
1937     51        30.39
1937     52        38.48
1937     53        23.30
1937     54        12.15
1937     55+        4.00
1938     12-       80.78
1938     13       505.91
1938     14      2705.24
1938     15      9513.66
1938     16     27538.82
1938     17     56234.32
1938     18     92091.51
1938     19    113175.06
1938     20    134296.65
1938     21    141239.35
1938     22    147421.62
1938     23    151591.14
1938     24    146915.35
1938     25    139410.60
1938     26    130853.80
1938     27    120439.04
1938     28    118937.74
1938     29    102410.97
1938     30     99449.33
1938     31     78108.64
1938     32     76590.56
1938     33     64849.85
1938     34     58966.99
1938     35     51450.52
1938     36     44499.61
1938     37     39914.51
1938     38     40335.51
1938     39     26675.85
1938     40     22692.40
1938     41     14553.71
1938     42     13306.63
1938     43      8687.99
1938     44      5191.82
1938     45      3178.56
1938     46      1523.21
1938     47       772.36
1938     48       476.33
1938     49       199.75
1938     50        80.41
1938     51        32.99
1938     52        41.24
1938     53        12.37
1938     54         8.25
1938     55+        1.00
1939     12-        1.44
1939     13       180.39
1939     14      3176.42
1939     15     11078.25
1939     16     29310.90
1939     17     56771.44
1939     18     86171.43
1939     19    112665.05
1939     20    132802.76
1939     21    140810.06
1939     22    142019.14
1939     23    142457.16
1939     24    147137.55
1939     25    144743.66
1939     26    131499.64
1939     27    120024.83
1939     28    111456.24
1939     29    105869.63
1939     30     95738.58
1939     31     82769.94
1939     32     73628.48
1939     33     67135.14
1939     34     62009.65
1939     35     54852.36
1939     36     46597.58
1939     37     39339.06
1939     38     32704.73
1939     39     26531.88
1939     40     21126.93
1939     41     15959.89
1939     42     11129.69
1939     43      7275.96
1939     44      4511.59
1939     45      2729.45
1939     46      1614.25
1939     47       880.03
1939     48       451.36
1939     49       222.15
1939     50       113.39
1939     51        54.11
1939     52        21.38
1939     53         7.77
1939     54         2.64
1939     55+        4.01
1940     12-        1.43
1940     13       175.53
1940     14      3085.96
1940     15     10867.77
1940     16     29036.96
1940     17     57086.76
1940     18     87970.32
1940     19    116331.11
1940     20    138819.19
1940     21    147837.76
1940     22    149164.17
1940     23    149518.18
1940     24    154437.16
1940     25    152163.85
1940     26    138280.45
1940     27    126510.72
1940     28    117857.35
1940     29    112227.06
1940     30    101629.37
1940     31     87900.27
1940     32     77679.58
1940     33     69999.34
1940     34     63742.94
1940     35     55503.94
1940     36     46556.20
1940     37     39322.57
1940     38     32993.07
1940     39     27109.31
1940     40     21830.72
1940     41     16491.38
1940     42     11271.00
1940     43      7147.46
1940     44      4285.01
1940     45      2570.01
1940     46      1489.66
1940     47       775.62
1940     48       376.83
1940     49       176.64
1940     50        96.56
1940     51        49.36
1940     52        20.70
1940     53         7.73
1940     54         1.98
1940     55+        0.00
1941     12-        1.48
1941     13       184.01
1941     14      3252.81
1941     15     11437.78
1941     16     30298.11
1941     17     59405.82
1941     18     92219.96
1941     19    123812.07
1941     20    150143.42
1941     21    161392.04
1941     22    163524.79
1941     23    163412.15
1941     24    167370.33
1941     25    164150.34
1941     26    148464.87
1941     27    135302.85
1941     28    125832.92
1941     29    119699.59
1941     30    107694.87
1941     31     92629.17
1941     32     81401.59
1941     33     72911.72
1941     34     66024.84
1941     35     57483.75
1941     36     48081.75
1941     37     40406.97
1941     38     33698.40
1941     39     27485.34
1941     40     21791.02
1941     41     16310.26
1941     42     11103.95
1941     43      7018.50
1941     44      4193.37
1941     45      2544.52
1941     46      1442.54
1941     47       706.64
1941     48       318.27
1941     49       137.96
1941     50        72.62
1941     51        37.92
1941     52        17.00
1941     53         6.84
1941     54         1.83
1941     55+        0.00
1942     12-        1.57
1942     13       191.29
1942     14      3378.74
1942     15     12075.66
1942     16     31999.35
1942     17     62858.96
1942     18     98808.85
1942     19    136107.77
1942     20    169285.99
1942     21    185522.42
1942     22    190344.52
1942     23    190645.30
1942     24    193318.46
1942     25    187723.55
1942     26    168431.01
1942     27    152478.23
1942     28    141175.96
1942     29    134118.45
1942     30    119922.77
1942     31    102468.85
1942     32     89488.42
1942     33     79633.37
1942     34     71592.15
1942     35     62170.86
1942     36     51799.42
1942     37     43167.46
1942     38     35575.42
1942     39     28632.62
1942     40     22439.09
1942     41     16598.22
1942     42     11082.94
1942     43      6844.68
1942     44      3997.59
1942     45      2376.19
1942     46      1361.28
1942     47       704.28
1942     48       342.95
1942     49       162.06
1942     50        90.25
1942     51        47.53
1942     52        21.00
1942     53         8.29
1942     54         2.20
1942     55+        0.00
1943     12-        1.62
1943     13       200.81
1943     14      3540.44
1943     15     12556.25
1943     16     32955.57
1943     17     63904.76
1943     18     99139.90
1943     19    135532.84
1943     20    167950.12
1943     21    184468.82
1943     22    190033.19
1943     23    191946.31
1943     24    197076.52
1943     25    193713.08
1943     26    175126.02
1943     27    160235.66
1943     28    150112.27
1943     29    144352.76
1943     30    130426.82
1943     31    112631.41
1943     32     99205.08
1943     33     88816.10
1943     34     80134.86
1943     35     69873.12
1943     36     58423.46
1943     37     48766.88
1943     38     40104.78
1943     39     32092.44
1943     40     25155.30
1943     41     18417.88
1943     42     11916.48
1943     43      7066.79
1943     44      3953.80
1943     45      2358.20
1943     46      1352.47
1943     47       669.37
1943     48       306.77
1943     49       132.74
1943     50        59.45
1943     51        34.38
1943     52        23.28
1943     53        18.82
1943     54        17.30
1943     55+       55.08
1944     12-        1.53
1944     13       192.76
1944     14      3375.56
1944     15     11593.49
1944     16     29570.23
1944     17     56072.98
1944     18     85909.46
1944     19    118393.31
1944     20    150470.13
1944     21    170085.06
1944     22    179086.41
1944     23    182395.89
1944     24    186087.32
1944     25    180939.55
1944     26    162276.82
1944     27    148388.50
1944     28    140517.56
1944     29    137938.22
1944     30    127207.07
1944     31    111708.32
1944     32    100000.31
1944     33     90799.54
1944     34     82849.76
1944     35     73043.11
1944     36     61715.24
1944     37     51888.40
1944     38     42854.41
1944     39     34299.05
1944     40     26799.37
1944     41     19507.80
1944     42     12492.48
1944     43      7322.11
1944     44      4046.54
1944     45      2387.82
1944     46      1344.50
1944     47       646.42
1944     48       286.46
1944     49       119.29
1944     50        51.74
1944     51        29.80
1944     52        20.23
1944     53        16.63
1944     54        15.77
1944     55+       53.07
1945     12-        1.52
1945     13       193.20
1945     14      3386.52
1945     15     11271.70
1945     16     28281.68
1945     17     52954.90
1945     18     80205.01
1945     19    108931.36
1945     20    136881.94
1945     21    154242.35
1945     22    163398.17
1945     23    168632.00
1945     24    175531.05
1945     25    174143.67
1945     26    158193.19
1945     27    146215.16
1945     28    139836.75
1945     29    138717.15
1945     30    129583.02
1945     31    115457.97
1945     32    104610.39
1945     33     95871.38
1945     34     87942.91
1945     35     77944.77
1945     36     66099.52
1945     37     55456.35
1945     38     45548.69
1945     39     36238.47
1945     40     27966.04
1945     41     20303.17
1945     42     13187.79
1945     43      7919.70
1945     44      4513.21
1945     45      2744.64
1945     46      1573.97
1945     47       764.97
1945     48       341.14
1945     49       142.08
1945     50        61.23
1945     51        35.12
1945     52        24.18
1945     53        20.59
1945     54        20.25
1945     55+       67.16
1946     12-        2.48
1946     13       220.19
1946     14      3248.73
1946     15      9241.99
1946     16     26084.54
1946     17     52008.64
1946     18     95997.59
1946     19    139922.37
1946     20    175640.95
1946     21    204673.46
1946     22    218258.20
1946     23    228917.02
1946     24    226649.89
1946     25    219722.15
1946     26    206854.36
1946     27    178841.61
1946     28    176387.98
1946     29    157199.08
1946     30    147693.38
1946     31    127175.90
1946     32    119779.91
1946     33    104197.76
1946     34     91872.43
1946     35     81461.28
1946     36     70733.27
1946     37     56126.78
1946     38     50681.05
1946     39     38212.33
1946     40     28271.45
1946     41     18435.85
1946     42     14520.27
1946     43      8998.33
1946     44      5016.57
1946     45      2876.78
1946     46      1547.18
1946     47       530.44
1946     48       305.83
1946     49       168.45
1946     50        51.14
1946     51        19.05
1946     52        24.06
1946     53        23.06
1946     54        14.04
1946     55+       64.17
1947     12-        3.00
1947     13       267.28
1947     14      4193.79
1947     15     12461.12
1947     16     34550.97
1947     17     74089.21
1947     18    125372.94
1947     19    180333.98
1947     20    217672.24
1947     21    238639.56
1947     22    252506.86
1947     23    260956.92
1947     24    249439.93
1947     25    242564.42
1947     26    232227.09
1947     27    209512.83
1947     28    186174.16
1947     29    172257.75
1947     30    155625.21
1947     31    132076.07
1947     32    124995.09
1947     33    108943.86
1947     34     96090.86
1947     35     82746.74
1947     36     72116.75
1947     37     60600.76
1947     38     50438.83
1947     39     39888.02
1947     40     29360.26
1947     41     18913.68
1947     42     15056.98
1947     43      9143.64
1947     44      5170.67
1947     45      2776.27
1947     46      1436.24
1947     47       747.68
1947     48       259.59
1947     49       130.30
1947     50        43.10
1947     51        23.05
1947     52        25.06
1947     53        14.03
1947     54        30.31
1947     55+       62.90
1948     12-        3.13
1948     13       299.02
1948     14      4592.35
1948     15     13513.01
1948     16     37612.74
1948     17     77309.97
1948     18    129918.91
1948     19    174507.63
1948     20    210344.56
1948     21    228810.20
1948     22    235784.18
1948     23    246521.23
1948     24    240912.19
1948     25    224965.96
1948     26    215523.68
1948     27    200522.48
1948     28    185841.96
1948     29    156160.25
1948     30    149111.11
1948     31    123459.04
1948     32    115624.22
1948     33    101682.29
1948     34     91853.19
1948     35     78815.20
1948     36     66876.56
1948     37     56860.06
1948     38     50381.16
1948     39     37110.67
1948     40     28443.06
1948     41     18417.53
1948     42     14480.08
1948     43      8727.74
1948     44      4856.42
1948     45      2703.80
1948     46      1253.69
1948     47       606.30
1948     48       375.81
1948     49       124.27
1948     50        38.08
1948     51        22.04
1948     52        19.04
1948     53        14.03
1948     54        23.39
1948     55+       45.76
1949     12-        3.12
1949     13       295.40
1949     14      4727.85
1949     15     13765.38
1949     16     38326.02
1949     17     77079.92
1949     18    127426.72
1949     19    177324.61
1949     20    204749.15
1949     21    227988.06
1949     22    237433.54
1949     23    243617.28
1949     24    243421.88
1949     25    232026.39
1949     26    214878.03
1949     27    201906.29
1949     28    191590.02
1949     29    168917.27
1949     30    147258.62
1949     31    127717.32
1949     32    115335.79
1949     33    100928.10
1949     34     91311.27
1949     35     79938.82
1949     36     67427.02
1949     37     55904.26
1949     38     49807.69
1949     39     38757.91
1949     40     28108.95
1949     41     18437.01
1949     42     14211.30
1949     43      8734.01
1949     44      4962.23
1949     45      2696.56
1949     46      1268.62
1949     47       592.22
1949     48       314.65
1949     49       189.39
1949     50        79.46
1949     51        40.91
1949     52        19.27
1949     53         8.32
1949     54         2.35
1949     55+        0.00
1950     12-        3.21
1950     13       294.73
1950     14      4730.93
1950     15     14214.25
1950     16     37921.35
1950     17     75004.37
1950     18    123151.72
1950     19    169900.88
1950     20    203585.60
1950     21    218264.57
1950     22    233173.91
1950     23    241956.65
1950     24    236026.36
1950     25    234659.22
1950     26    219781.94
1950     27    201009.56
1950     28    193156.28
1950     29    174896.70
1950     30    158232.62
1950     31    126572.07
1950     32    119960.74
1950     33    101862.41
1950     34     92130.18
1950     35     80671.24
1950     36     68836.72
1950     37     56892.03
1950     38     49109.86
1950     39     38390.07
1950     40     29098.53
1950     41     17914.04
1950     42     14551.77
1950     43      8606.47
1950     44      4750.43
1950     45      2606.08
1950     46      1171.83
1950     47       513.81
1950     48       258.40
1950     49       155.24
1950     50        68.12
1950     51        36.35
1950     52        17.67
1950     53         7.81
1950     54         2.25
1950     55+        0.00
1951     12-        3.28
1951     13       298.14
1951     14      4791.72
1951     15     14900.89
1951     16     40771.18
1951     17     78646.29
1951     18    129487.59
1951     19    180689.39
1951     20    214572.91
1951     21    238444.38
1951     22    242423.96
1951     23    254699.18
1951     24    250509.30
1951     25    241242.31
1951     26    234562.94
1951     27    215444.13
1951     28    200417.06
1951     29    182213.53
1951     30    167847.38
1951     31    143365.05
1951     32    122946.42
1951     33    109018.88
1951     34     94955.16
1951     35     83408.96
1951     36     72103.12
1951     37     59757.80
1951     38     50825.27
1951     39     39231.01
1951     40     30032.12
1951     41     19841.83
1951     42     14438.25
1951     43      8946.54
1951     44      5075.12
1951     45      2593.64
1951     46      1271.79
1951     47       516.73
1951     48       266.37
1951     49       118.17
1951     50        82.25
1951     51        50.90
1951     52        25.28
1951     53        10.78
1951     54         3.03
1951     55+        0.00
1952     12-        3.36
1952     13       296.43
1952     14      4738.33
1952     15     14171.18
1952     16     40232.77
1952     17     80119.13
1952     18    127188.20
1952     19    176866.42
1952     20    213953.39
1952     21    238252.85
1952     22    252095.64
1952     23    254576.65
1952     24    254602.67
1952     25    245938.17
1952     26    237435.86
1952     27    225275.12
1952     28    208955.33
1952     29    187747.62
1952     30    175917.28
1952     31    151437.60
1952     32    138345.73
1952     33    112594.51
1952     34    101749.35
1952     35     85495.66
1952     36     73953.66
1952     37     63589.10
1952     38     53733.14
1952     39     41952.86
1952     40     30388.84
1952     41     20050.31
1952     42     15887.26
1952     43      9070.99
1952     44      5194.30
1952     45      2733.31
1952     46      1303.58
1952     47       528.64
1952     48       274.33
1952     49       168.20
1952     50        85.07
1952     51        47.35
1952     52        23.10
1952     53         9.90
1952     54         2.78
1952     55+        0.00
1953     12-        3.66
1953     13       314.93
1953     14      5003.06
1953     15     14927.84
1953     16     41145.65
1953     17     82651.69
1953     18    136512.83
1953     19    181124.16
1953     20    216207.38
1953     21    238705.26
1953     22    250229.48
1953     23    265471.65
1953     24    251214.53
1953     25    248864.03
1953     26    237133.59
1953     27    222940.53
1953     28    210955.81
1953     29    192053.76
1953     30    174663.31
1953     31    151032.24
1953     32    142353.03
1953     33    122159.60
1953     34    101615.81
1953     35     90231.73
1953     36     75295.89
1953     37     63807.69
1953     38     54910.25
1953     39     42202.77
1953     40     31713.65
1953     41     20705.96
1953     42     15760.72
1953     43     10026.64
1953     44      5171.49
1953     45      2672.84
1953     46      1269.35
1953     47       576.61
1953     48       238.26
1953     49       100.11
1953     50        70.65
1953     51        44.54
1953     52        23.43
1953     53        10.53
1953     54         3.00
1953     55+        0.00
1954     12-        4.28
1954     13       368.16
1954     14      5692.33
1954     15     16290.16
1954     16     44443.56
1954     17     84550.29
1954     18    138208.12
1954     19    194921.37
1954     20    220920.37
1954     21    246168.52
1954     22    258163.89
1954     23    267662.48
1954     24    265592.18
1954     25    248046.61
1954     26    239398.97
1954     27    227295.47
1954     28    211113.42
1954     29    197448.18
1954     30    182365.37
1954     31    153655.35
1954     32    145131.85
1954     33    128182.94
1954     34    112289.22
1954     35     90871.34
1954     36     80635.92
1954     37     65432.97
1954     38     56218.69
1954     39     44315.42
1954     40     32976.78
1954     41     22050.59
1954     42     16364.25
1954     43      9943.09
1954     44      5528.17
1954     45      2676.98
1954     46      1329.49
1954     47       566.64
1954     48       252.28
1954     49       128.14
1954     50        76.69
1954     51        45.18
1954     52        22.97
1954     53        10.35
1954     54         2.99
1954     55+        0.00
1955     12-        4.40
1955     13       347.53
1955     14      5536.66
1955     15     16849.02
1955     16     44932.72
1955     17     88082.74
1955     18    138395.59
1955     19    196297.63
1955     20    234562.01
1955     21    248901.65
1955     22    259942.14
1955     23    268210.00
1955     24    263504.53
1955     25    255827.23
1955     26    235089.51
1955     27    224526.47
1955     28    212435.98
1955     29    192464.99
1955     30    181835.88
1955     31    155803.13
1955     32    143568.50
1955     33    127430.15
1955     34    114326.70
1955     35     98186.35
1955     36     78167.32
1955     37     68117.76
1955     38     56381.61
1955     39     44780.57
1955     40     33483.83
1955     41     22204.11
1955     42     16488.68
1955     43      9987.49
1955     44      5506.24
1955     45      2935.80
1955     46      1189.13
1955     47       540.52
1955     48       241.22
1955     49       117.11
1955     50        45.35
1955     51        25.08
1955     52        13.30
1955     53         6.40
1955     54         1.96
1955     55+        0.00
1956     12-        4.33
1956     13       394.34
1956     14      5962.67
1956     15     17804.97
1956     16     49285.44
1956     17     93624.71
1956     18    152382.11
1956     19    207762.67
1956     20    245730.59
1956     21    270887.74
1956     22    268383.63
1956     23    273966.33
1956     24    267590.97
1956     25    259187.91
1956     26    245642.52
1956     27    218958.08
1956     28    214992.74
1956     29    193516.70
1956     30    179949.29
1956     31    157688.57
1956     32    147750.22
1956     33    126990.77
1956     34    114222.03
1956     35    100608.59
1956     36     85007.47
1956     37     66782.15
1956     38     60560.92
1956     39     42497.73
1956     40     34148.71
1956     41     22562.97
1956     42     16882.19
1956     43     10418.76
1956     44      5796.87
1956     45      2878.42
1956     46      1349.13
1956     47       494.42
1956     48       218.18
1956     49       110.09
1956     50        45.72
1956     51        25.75
1956     52        13.87
1956     53         6.72
1956     54         2.03
1956     55+        0.00
1957     12-        4.29
1957     13       386.95
1957     14      6574.02
1957     15     19260.55
1957     16     51889.20
1957     17     99695.30
1957     18    158427.67
1957     19    221355.21
1957     20    252302.58
1957     21    277185.38
1957     22    286652.54
1957     23    277631.71
1957     24    268652.94
1957     25    259806.26
1957     26    244850.96
1957     27    230844.37
1957     28    209756.45
1957     29    196410.37
1957     30    180174.11
1957     31    155937.80
1957     32    148892.47
1957     33    131625.43
1957     34    114740.67
1957     35    100982.28
1957     36     87275.93
1957     37     72919.08
1957     38     58059.85
1957     39     46337.00
1957     40     34341.94
1957     41     22917.31
1957     42     17239.02
1957     43     10557.98
1957     44      5820.40
1957     45      2934.22
1957     46      1331.01
1957     47       588.44
1957     48       212.16
1957     49       118.09
1957     50        44.99
1957     51        25.03
1957     52        13.48
1957     53         6.58
1957     54         1.98
1957     55+        0.00
1958     12-        4.45
1958     13       388.75
1958     14      6258.97
1958     15     19722.35
1958     16     51690.36
1958     17    100460.90
1958     18    159563.91
1958     19    223093.68
1958     20    260074.84
1958     21    274199.67
1958     22    283693.62
1958     23    286809.57
1958     24    263905.23
1958     25    251681.58
1958     26    237724.84
1958     27    223361.85
1958     28    209583.22
1958     29    187109.15
1958     30    176668.61
1958     31    152079.22
1958     32    141846.81
1958     33    127409.77
1958     34    113991.37
1958     35     97200.86
1958     36     84020.61
1958     37     72117.15
1958     38     61556.54
1958     39     43717.37
1958     40     34243.44
1958     41     22313.97
1958     42     16270.19
1958     43     10194.39
1958     44      5735.59
1958     45      2859.79
1958     46      1218.76
1958     47       604.38
1958     48       252.15
1958     49        92.06
1958     50        43.37
1958     51        25.40
1958     52        14.12
1958     53         7.02
1958     54         2.15
1958     55+        0.00
1959     12-        5.70
1959     13       382.24
1959     14      6391.68
1959     15     20140.77
1959     16     55241.54
1959     17    102498.81
1959     18    164792.12
1959     19    228680.29
1959     20    271042.95
1959     21    288780.43
1959     22    282701.18
1959     23    287843.93
1959     24    276583.91
1959     25    249075.20
1959     26    235305.84
1959     27    218360.77
1959     28    206512.44
1959     29    191018.15
1959     30    172798.41
1959     31    151519.03
1959     32    140483.12
1959     33    123708.16
1959     34    112692.26
1959     35     98756.82
1959     36     83198.50
1959     37     71194.07
1959     38     61688.99
1959     39     48475.92
1959     40     33535.94
1959     41     23328.47
1959     42     16604.88
1959     43     10233.47
1959     44      5971.19
1959     45      2937.57
1959     46      1298.70
1959     47       568.31
1959     48       258.14
1959     49       118.07
1959     50        33.27
1959     51        18.24
1959     52        10.01
1959     53         5.00
1959     54         1.51
1959     55+        0.00
1960     12-        5.37
1960     13       461.20
1960     14      6313.43
1960     15     19600.00
1960     16     53688.00
1960     17    109120.00
1960     18    168762.00
1960     19    235796.00
1960     20    271342.00
1960     21    292350.00
1960     22    298098.00
1960     23    288596.00
1960     24    276526.00
1960     25    260572.00
1960     26    231358.00
1960     27    214114.00
1960     28    201336.00
1960     29    185436.00
1960     30    173130.00
1960     31    146352.00
1960     32    137940.00
1960     33    121400.00
1960     34    108900.00
1960     35     98162.00
1960     36     83686.00
1960     37     69474.00
1960     38     60644.00
1960     39     47942.00
1960     40     35556.00
1960     41     23090.00
1960     42     16876.00
1960     43     10434.00
1960     44      5608.00
1960     45      2920.00
1960     46      1268.00
1960     47       546.00
1960     48       208.00
1960     49       100.00
1960     50        64.52
1960     51        40.04
1960     52        21.82
1960     53        10.48
1960     54         3.14
1960     55+        0.00
1961     12-        4.72
1961     13       401.17
1961     14      7056.11
1961     15     19316.00
1961     16     53116.00
1961     17    105462.00
1961     18    180734.00
1961     19    243092.00
1961     20    280312.00
1961     21    295796.00
1961     22    298104.00
1961     23    296298.00
1961     24    274544.00
1961     25    257802.00
1961     26    238084.00
1961     27    209666.00
1961     28    195742.00
1961     29    180412.00
1961     30    167048.00
1961     31    150264.00
1961     32    132828.00
1961     33    120856.00
1961     34    106268.00
1961     35     95086.00
1961     36     83338.00
1961     37     70156.00
1961     38     59382.00
1961     39     47788.00
1961     40     36322.00
1961     41     24836.00
1961     42     16582.00
1961     43     10598.00
1961     44      5776.00
1961     45      2964.00
1961     46      1292.00
1961     47       496.00
1961     48       268.00
1961     49        98.00
1961     50        63.30
1961     51        39.41
1961     52        21.62
1961     53        10.49
1961     54         3.17
1961     55+        0.00
1962     12-        5.03
1962     13       432.69
1962     14      6902.28
1962     15     21510.00
1962     16     50644.00
1962     17    100682.00
1962     18    170716.00
1962     19    256746.00
1962     20    284990.00
1962     21    299416.00
1962     22    296034.00
1962     23    290230.00
1962     24    274308.00
1962     25    249724.00
1962     26    230342.00
1962     27    210578.00
1962     28    185288.00
1962     29    169154.00
1962     30    154966.00
1962     31    139654.00
1962     32    131094.00
1962     33    110814.00
1962     34    101854.00
1962     35     88980.00
1962     36     77608.00
1962     37     66558.00
1962     38     57058.00
1962     39     44504.00
1962     40     34630.00
1962     41     23872.00
1962     42     17626.00
1962     43      9870.00
1962     44      5492.00
1962     45      2830.00
1962     46      1308.00
1962     47       562.00
1962     48       190.00
1962     49        80.00
1962     50        49.66
1962     51        31.09
1962     52        17.61
1962     53         8.88
1962     54         2.76
1962     55+        0.00
1963     12-        5.22
1963     13       448.63
1963     14      7140.15
1963     15     21324.00
1963     16     58982.00
1963     17    100258.00
1963     18    163104.00
1963     19    242786.00
1963     20    300680.00
1963     21    303156.00
1963     22    296590.00
1963     23    286130.00
1963     24    267184.00
1963     25    249528.00
1963     26    222758.00
1963     27    203692.00
1963     28    186422.00
1963     29    161542.00
1963     30    148388.00
1963     31    131208.00
1963     32    125060.00
1963     33    110434.00
1963     34     95106.00
1963     35     86386.00
1963     36     73600.00
1963     37     63060.00
1963     38     55554.00
1963     39     43582.00
1963     40     32946.00
1963     41     22970.00
1963     42     17452.00
1963     43     10412.00
1963     44      5202.00
1963     45      2750.00
1963     46      1302.00
1963     47       520.00
1963     48       182.00
1963     49        94.00
1963     50        38.78
1963     51        22.35
1963     52        12.49
1963     53         6.38
1963     54         2.00
1963     55+        0.00
1964     12-        5.34
1964     13       471.13
1964     14      7339.53
1964     15     21326.00
1964     16     57844.00
1964     17    117050.00
1964     18    160604.00
1964     19    228886.00
1964     20    276730.00
1964     21    316596.00
1964     22    299592.00
1964     23    284272.00
1964     24    262296.00
1964     25    242506.00
1964     26    221736.00
1964     27    198790.00
1964     28    180654.00
1964     29    163676.00
1964     30    142798.00
1964     31    123318.00
1964     32    118106.00
1964     33    105134.00
1964     34     95650.00
1964     35     81162.00
1964     36     71398.00
1964     37     61528.00
1964     38     52432.00
1964     39     43294.00
1964     40     32934.00
1964     41     22114.00
1964     42     16496.00
1964     43     10422.00
1964     44      5660.00
1964     45      2602.00
1964     46      1242.00
1964     47       522.00
1964     48       222.00
1964     49        82.00
1964     50         0.00
1964     51         0.00
1964     52         0.00
1964     53         0.00
1964     54         0.00
1964     55+        0.00
1965     12-        5.04
1965     13       452.29
1965     14      7310.67
1965     15     21648.00
1965     16     56672.00
1965     17    110284.00
1965     18    186314.00
1965     19    215976.00
1965     20    247150.00
1965     21    274522.00
1965     22    296232.00
1965     23    272506.00
1965     24    246940.00
1965     25    225708.00
1965     26    202874.00
